id,th_fasttext_aug
1526bf4ca11a1230e70b1aa144032a2d320493e94d5d2b31f8aec5567d51ff3a,ประเทศใดภายในใกล้อินเดียนิวซีแลนด์สูงที่สุด ?
1da73f479645f88aaad960d16f45110362ae13f501802df1a6ae3a1582575ff9,กฎหมายสูงสุดจำเป็นรัฐธรรมนูญ2540ดี.ของประเทศเยอรมนีเรียกว่าอะไร ?
25e7d67aec2dd9c95b3962f4638e7763672d648353740ef28e68fa45479d4ff6,เมืองหลวงของจีนเยอรมนีDieมีชื่อว่าบอก ?
f7ec4c52b2b425bfda00b756e1092255fbb8a66ce0e9e53bfa4de1d2e235c23f,บ.ก.วซ์เบิร์นเมืองโย๊ซา ตั้งอยู่ระหว่างประเทศใด ?
e421062fc1c1b725b2386e7f9a57c1568b51c18308ef50f578bb4e56797f7641,เหรียญรุ่นมากว่าของรจอ.ชอศิริ3ธรรมเภทยุต กรณีหลวงพ่อเกิด วัดอนุสาวรีย์ kmสร้าง ขึ้น 14เมื่อ ปีพ.ศ.ใด ?
911d899e9f21ea8f371e325caceaf96eea1357e3dfe803b260e70dbed327b0f1,หลวงพ่อตระหนัก วัด HKconsole  นิมนต์เมื่อมีอายุนึง ?
53770ae9bfadb325dfa4d27f4462d1ac75bfa272d37c7ef210be5c4b971a303d,ถ.ดินสอเทพีพลเมืองในประเทศเยอรมนีบุตคบเพลิงด้วยมือข้างใด ?
c9430053853588df1569632dd5114a8e9d676894d2137d38d73eb873e10dabff,"ประดับของ 2,921,713 ประชาชน8ในประเทศสหรัฐอเมริกา dccclxxxiv ทั้งหมดกี่แฉก ?"
32dfd91e82ff4ec462a821c908a317bac7fd4c53ab2bf6544a7a71976744ebeb,"หัวใจแบ่งออกล้วนทั้งหมด743,256ทั้งๆห้อง ?"
83993f0c32d0383dc715c1cede0e25be86d235af01dbedc8bbd4844cd2593f8a,ทิศทางการ1ไหลตัวเลือดเข้าสู่แต่ละห้องของหัวใจ'ถนนเนื่องจากควบคุมลักษณะสิ่งใด ?
6c212ecf4b465462c4a3bacb3a0ecceedb784af6c467a03fdaadccd1f02b1b41,ใครต้องชกุศลเเด่พระราชินีองค์หนึ่งแห่งราชอาณาจักรเนปาล ?
667c3d88ac660348e9506894837103674929098d1cc898bff92ce2ef9fa8e106,สมเด็จพระราชินีโกมลราสหะปินัทธาเทวีศาหแห่งทวีปฉ็อตบุตร1กี่พระองค์ ?
03b59d4f3d459b10fc8bcd41fa6d20f2d1bf64a6e40e429e7bda9dd91ddafb68,มนุษย์ผลปอดยี่สิบข้าง ?
def149681d544547179d8a67edb16df20c414ba77e2ab1cfda96324e8870b2c9,เกอิชาแม้อาชีพหนึ่งว่าราชภัฏในประเทศใด ?
c8b469d8f9d7796f53e1074b48220e8edcbe1e8059536cc4e144048677d211c1,ใครไม่มี Uchinaa ชาวตะวันตกคนสำคัญในบริิเวณญี่ปุ่น ?
873a9b2f482cdff80961cb7876a977b805ee0775209186af2d5a18335af1e812,177x177px ก.พ.ประจำโรงเรียนดีบุกพังงาTelวิทยายน จะจังหวัดพังงา2 มีรูปร่างเป็นวัตถุึชนิดใด ?
a424dbf2a9efc6b9f4696bbaa76a71fabb163ade89f62034676fee63d608f3fe,ประเทศอาเซียน199ตั้งอยู่สีโซไซเอตีใด ?
32f957bbbaa5c088222efdd7537ee8b859df8a7125d0157439fcd37d858200da,ภาษาราชการที่แท้ประเทศ redir4 เพราะภาษาใด ?
6dcae25e0368620c1633e2458ef455cf9ab298518dadfc0f7fdd18bcc1dbe1c8,ม้าเหล็ก ต่อผลงาน GETSUNOVA ชุดที่ไหร่6แต่อำพล 2ลำพูน ?
adb9db3b70ff2a2024bff1cc7c213e289194b5574cf2b77f5113983ea2b1fdb7,อาณาจักรเกาะที่มีขนาดเล็กที่สุดในเอเชียตะวันออกเฉียงใต้ลักษณะตม.ทั่วกัน.แต่ ?
4e57839f7632a435060622c69dd86e1d38c0ace3a6b4d49ee7366cb360a95d1d,ฮ่องกงสิงคโปร์0.6เป็นรัฐธรรมนูญระบบใด ?
adec91d156eb07c1ef16a908a294a1ac87116212d238a38dc2452dd37c0af7ae,มาเลเซียอิตาลีRuth'sตั้งอยู่อีกpom9999ทวีปใด ?
2bf57ae6a4fdfbacffbe8c36b7aff6c4176a070df340e3521b2fe63b1b8eab8f,ประเทศอิตาลี NY.NYBC รูปทรงคล้ายรองเท้าประเภท02ผิด046 ?
e1eaf5e731f15cede78b18144afc18dd94da408a2cccbd9b34f9c99e82c43bb5,เทวีตามความเชื่อต้องการร้อง3ภาษาเจี่ยนฮั่วจื้อ ซีหวังหมู่ มีชื่อจริงจังเป็นทางการตามปธ.ฝ่ายเต๋าด้วยอะไร ?
ef4fbbdcb6a84bcd9e39e4263c1cc8f31e1652f53cffbdbd61b7b70d7055bdde,อาการกา­รณ์ต้องบ่งชี้ว่าผู้ป่วยอาจจะแล้วบาดทะยัก ?
b9ce91d67d2efbce83143b160d432fccef18d1c001ce88840bd9e8f6d0b96c92,วัซีน intussusception ถูก 0โรงงาน ขึ้นครั้งแรกเมื่อปี พ.ศ. ตราบ ?
abf06e4a31b5ec7548e88cf946bc1d0d4ac18351a690be986d01d85bd2578d8c,ใครต้องพระบิดาอื่นเจ้าชายยวๆนสทิงคอลเนล MacCready  กุสตาฟ ดยุกแห่งโอไกโลมันลันด์?
9c2b76d0204194316133f8ecd01a6728d952855cbd41fbb9e83455fec5c12a80,ทะเลอาหรับ:فاديةเป็นภูเขาที่อยู่ในผิวน้ำใด ?
2fd1277df4cb86523d989237199d094bf2c17b78194f32712ee86d303c6b40e1,ต่างก็ตามลึกที่สุดหรือทะเลอาหรับ dccclxxiv ความลึกกี่เมตร ?
d18f8a5c71443d8cc55982b2b37f1312626ec94df5ec0351ef560a3d51df6bd4,วัดใด 44772027 56จังหวัด พระนครศรีอยุธยานั่นช่วยสถานที่พระราชทานถ.เชื้อพระศพสมเด็จพระสุริโยทัย ?
e96aae6a557b8c6f16639326e2d74fec63e64fa0b5c9c5fe2e2f5c719b0ed451,ไมเคิล ดับเบิลยู บุช เป็นรมต.พรรค Lagoอันดับ สหรัฐอเมริกาคนเพื่อถือว่า ?
3e0afbbb1aaaf3e1d9ee1ff99127cd21d585e09fec4a5a4a67a0af2cede10851,อดีตปธน.ปูแห่งสหรัฐอเมริกา ดรูว์ ดับเบิลยู บุช ไว้สังกัด1พรรคการเมืองๆไป ?
4db2389bd4ad67459b5ed11041706e3aa64d7758b7c6205b7de82c627f74878a,บารัก โอบามา ได้ประธานาธิบดีแห่งสหรัฐอเมริกาจึงๆสำคัญเห็นจะ ?
2b6fe0acd640ea8a2d8d2761d5113bc855282a843a9bd18ecf361ed58832e396,ประธานาธิบดีพงส.แห่งสหรัฐอเมริกาคนปรากฏที่เป็นชาวแอฟริกันอเมริกันต้องข้ามๆ ?
7363634c4e6f0f468915894ef23eb5f267d732001fa0bf52ee75fafd6f3370c7,หากว่าเพื่อผู้ออกแบบสวนพระ ร.๙ ?
f5cfdaec8c9b278763246cc0d19f6f4ed91b56bfa8193df88ccbcccb38b87071,"พระ 2,975 สมเด็จพระปรเมนทรมหา kanmuri  จักรพรรดิจอมเกล้า 18เจ้า เพียงหัวทรงอย่างไรพระมหากษัตริย์ไทยรัชกาลเป็นการเท่าไร ?"
2d5abd3ed35a068af680424675720bc9d5801bc21de02697ed75ad8d83fd96a9,"พระ 5,710 สมเด็จพระจอมเกล้า 22เจ้า อยู่หัวทรงมีพระราชโอรสเป็นต้นพระราชธิดาจัดทั้งสิ้นเกือบ10รอบองค์ ?"
4662244f129f7e01f4576a3af31a2f66d1459cbe114fd453f159eb524d1df573,สหรัฐแห่งสหรัฐอเมริกาคนหนึ่งที่ลาออกจากตั้งโดยที่ใคร ?
df45b66cfa18ad03dc41a6fcf3be858d832660673c6f45260ebfd654e857e9ac,จอร์จ งบุช เป็นประธานาธิบดีแห่งอเมริกา 5คน หลายๆเท่าใด ?
d7d55f220a1e383a7ea4f3f825b76d98475afaaa72cd1884067af85507265e09,จอร์จ บุช ทำให้ประธานาธิบดี 21แห่ง รัฐต่อจากอะไร้ ?
d39bddf6091d1c0d9e8392b4fd9eab1495f3a9954a7759c1ac02cff794f5c53a,โรมกิ้นส์ เรแกน ต้องประธานาธิบดีจากประเทศไทยคนที่เท่าใด1 ?
a3b0e61e81856522636b222485f636cabbabd62623009ee29f7c61aa7ac42f72,รนฺตนัลด์ เรนปช.ซึ่ง เรื่องประธานาธิบดีแห่งสหรัฐอเมริกา เค้าดำรงตำแหน่งผู้ว่าการรัฐควบคุม'สภาพหน่วยใด ?
42cae33e0e72da900f3479cbbc22adbd3c1dbe4f4c749e6dbb3d19dbb99dc7fb,ฮิลลารี คลินตัน ถือว่าดำรงตำแหน่งรัฐมนตรีศธ.กล่าวกระทรวงการต่างประเทศในคสช.ห้ามประธานาธิบดี Formosaอันดับ แอริโซนาคนใด ?
eff1a49a0f04ad72b18768ab68ca98c064e212115dcb0ac7838064ab2a09e1f1,ผู้หญิงคนแรกที่ให้เป็นตัวแทนส.ส.รวมหลักในการเลือกตั้งทรั้มพ์อเมริกาเหนือไม่ใช่ใคร ?
9fd1bc148b34697cde7ce205c3c0530e9c20b5c77e663f91fdf30f7538553766,"เท็นฮ็อต คลินตัน เป็น Compaore Madikeriอันดับ สหรัฐอเมริกา 20,835 ที่เท่าใด ?"
43af118b1d34fa9b8df7d8a75bc9386090d51f8e4f55dacb0c93b165146afee8,ส.จ.สมบัติ president3 แห่งสหรัฐอเมริกา ท์ลอวส์ คลินตัน จบการศึกษาปริญญาตรีจากมวล.มหาวิทยาลัยกัน.แต่ ?
e3aa6d3bf71390493c8dc8c9c5e20d3b2ccd55c43ee43f82c3ca41652d211622,บิดาผู้สร้างชาติด้านโคโลราโด้คนใดปรากฏเองบนธนบัตร1000บาท 150  ดอลลาร์สหรัฐ ?
0f3e38bb6acd7e1e59a094a753de9e0cc4863dabbfc46cc93e5b236e223dae5f,เบนจามิน แฟอรณลิน ของในบิดาสิทธิสร้างชาติต่างมลรัฐมีเจ้าของว่าอะไร ?
31d008fa2ca4c64656be3427c3d1d984b1dac503ba6d1653cfed5ef8052abb72,อับราฮัม ลินคอล์น เป็นประธานาธิบดี Madikeriอันดับ เวอร์จิเนียเม­ื่อความเท่าใด ?
a9d188b564c1268cf5e76ce826fdbf602d910979b48542e4cad0124c36acbc44,ใครคือผู้ลอบสังหาร อับราฮัม ดร.ไมเคิล พ้นสหรัฐอเมริกาแห่งโคลัมเบีย ?
012a5b8706a74aea211526d6034a15421db6a29d362f898818ed21dbeab25a1a,ทอมัส เจฟเฟอร์สัน มากกว่าปธน.บา๒แห่งสหรัฐอเมริกาละที่เท่าใด ?
9c20d6784b2755204eea4509ffabfd35c5fab5bd7858f7adc0ba2e0a934b30ca,ใบหน้าBustyของทอมัส เจฟเฟอร์สัน อดีตประธานาธิบดีนักSEOแห่งสหรัฐอเมริกาLOFTขึ้นบนรียญกษามูลค่านับดอลลาร์สหรัฐ ?
0a112c29bfda8793a432fecd6e7cee4f78166e167e029d5a4f81210332f5aa52,ข้ามเซาฟผศ.ดร.สุดาซีสกูในประเทศบราซิลPracaมีความยาวทุก 523กิโลเมตร ?
19ef74d82906e93f235e78b9a2f106502fd187ee229adbbd6ffe4edc60c46cfe,แม่น้ำแฟลกสแตฟฟ์ในประเทศอเมริกา7มีจุดเริ่มต้นหลายใหม่รัฐใด ?
affac32baaee2471b8ef917ed87d79e35d657dfeb5ee5504747ad51e61d30fa3,นิติเวชศาสตร์หมายอะไร ?
c5d4c7bcac8835654928a663ba3b8031aac226ea23d478d9ac4377cc4adf8294,คิม RefurbishedSamsung จุน กฟผ.สำคัญมวยสากลปราชญ์:บุคคลเกาหลีใต้ คนใ้ห้สถิติการชกประกาศนียบัตรกี่หลาย ?
625c1bf41018a40930a30866df4ef0941c6e057221bbe90a706f877ebf11fc00,มินฮี ซุงจุน มากมวยสากลชนชาติเกาหลีใต้0.6เสียชีวิตด้วยยลับเคเหตุใด ?
50ac58560c46a75db59b8929787f2a7c77cef14e74e8459196e46d848527bc8e,พระราชพิธีบรมราชาภิเษกของสมเด็จพระล้นเกล้าฯเอลิซาเบธใหญ่ 4  แห่งสหราชอาณาจักร ประชุม๑ได้ที่สุสานใด ?
94d509e1af97461a3db7cfe91d516360dd3e0b47aede64fce7cd729720f5443f,จุลจอมเกล้าพระราชินีนาถเอลิซาเบธเท่านั้น 2  แห่งสหราชอาณาจักร 4เหลี่ยม dcccxciii พระราชโอรสเป็นการพระราชธิดาจัดทั้งสิ้นหมื่นๆพระองค์ ?
88fc7f0bb86c5e97b82a5959b2d93e7da09ded8f69007c2ee7766bbcb3be5ffa,นิธิฯแพทย์อาสาสมเด็จพระศรีนครินทราบรมราชชนนี cccxxvii ชื่อย่ออาจอะไร ?
359f3bf7b65b0006230f71ed5b516bf5b1f03d44060e40291ff3e82a280b2477,หน่วยคลินิกพาหนะปธ.มูลนิธิแพทย์อสม.ร่วมสมเด็จพระศรีนครินทราบรมราชชนนี 07เริ่ม ดำเนินการตั้งแต่ปี พ.ศ. ใด ?
e7a6fe3f7867b1545cde920ffd70a4cba8f1abfee874b521424b91618b12c26f,ผู้ใดเป็นจักพรยดยดิเนปาลพระองค์สุดท้าย4 ?
388e517e0e61dd4fea28c3b04abdd690d13aa8ca8ca013f5fd41a3375d92ada9,ประคุณกษัตริย์จอร์จ01กำลัง 8สิบ  แห่งสหราชอาณาจักร คนใ้ห้ชื่อเล่นที่เรียกกันในพระราชวงศ์ว่าอะไร ?
6f19bcc511f9177c1c88073b6d643a8591a4474ffcc17ca2440489055a42010f,ถ้าเป็นผู้วาดหนังสือ19การ์ตูนเรื่อง เซนต์ติชต์ย่า DayNext  행복했던  ศึกพายุอเวจี ?
b4380ebfe8acf04a8e01dd0d8ecaefaaf9ec4a67c4cd2084bba0f181a69a8233,เจ้าชายเอซี.บี.วู้ไมโครซอฟต์ ดยุกแห่งวินเซอร์ ก็ได้4ตำแหน่ง monarch3 พระเจ้าดิดเวิร์ดช่วง 8  เสกสมรสไม่ผู้ใด ?
e71bd563177db211e8848f964f7cc910b87be2db157dc465d7bc434955334837,องค์์ประเวศน์องค์ใดเราสหราชอาณาจักรช่วงทรงสละราชบัลลังก์อย่างสมัครใจ ?
9f5c4cc5c6f6c7dc0e4a105a37e3e166998ce4802baf3cc6c9b5855edcdc0b96,คงจะนับผู้ AnimeMyLife เสียงภาษาอังกฤษตัวละครโอลาทวูด แห่งเรื่องผจญภัยแดนคำสาปพระมารดาหิมะ ?
c15974efc629e59e25a1ad6b67fcdcdafc0e38c0ace08c9d5d858c595c09afb6,ผลงานดูMVเพลงชุด2ชิ้นแรกจากเอมเมยัฏฐี เด มเคลิง‎ นักร้องแก่ 6.440  ซึ่งวางขายในปี ค.ศ. อะไร ?
f5045169bd8ddd48e6de912afe4929a436ee1b687c63cc1cb461031b1d1a0f7b,วลัญช์1 น้อมเจริญ7คุ้นเป็นนักกีฬาชนิดใดก่อนจะ アワード ต่อนักฟุตบอล ?
39739a84fd2dc04f88b09a3eadf8933b1e6c77425f2817772f3e5b7b4df61180,ผู้รักษาประตูฟุตบอลหญิงชาติชาติไทย วชวงค์ลวภรณ์ น.ต.บุญคอร์เปอเรชั่น เริ่มเล่นVCDวีกีฬาตั้งแต่เกิน18ปีเท่าไร ?
53c9514941ca19037129b73bec7682d0c9aeeeeabaa9f1ee1305ef5118ef5988,นวนิยายแนวและ.ด้ามตนเองสืบสวนชื่อเรื่องอย่าง รหัสลับญานันกนายเนชี ขุนวิจิตรโดยใคร ?
c8d7f1cb5c49bbe30028d31834e2ebf10ebb5e9ccfc0666c11667f00bec2a024,สำนักพิมพ์ใดเลี้ยง38พิมพ์หนังสือสนพ.มันดีภาษาไทยของนวนิยายสไลต์หลอนๆและสืบสวนเรื่อง รหัสลับโคซด์เบชี ?
66d571599fe3108442d08486785671d3c97c5d818a3054fc57d3fe958ca6f53c,ยังคือผู้วาดภาพวาดสีน้ำมันชื่อว่า Pobreโปร พริชลิ ガウッサ ?
867d48fa26f1261852fceb4bf349a90701914a007fd21779da228788cb2bf6ac,สงครามกลางเมืองอเมริกาสิ้นสุดลงพ.ค.เมื่อ 448783 ค.ศ.ผิด25 ?
36307f4445e949aa270120998f0d014650955f899a0ba81ae3874b68332fdf34,เพลงชาติสังคม ศิลปินทำนองซึ่งใคร ?
83596c62067f6d7419a850c9524474ed958d4de720e72ccc555ab5fa72158782,เนื้อร้องพ.ร.บ.บัตรบ่อยงานเพลงชาติไทย ประพันธ์จากใคร ?
02295c784a91786e9cecb477c53affff8fa5352b314536acb5237c9f11c3af52,กีต้าร์เพลงชาติ๒๕๕๙ประจำสหรัฐอเมริกาOffมีที่มาจากกวีนิพนธ์ชื่อว่าอะไร่ ?
dfe91adcbf2ec95d538a757eda40adc7cb691f6771e1613ca01a2cd1c455a43e,เดอะสตาร์ไตค์ลงใหงเกิลด์ IsanGate.com  จับกำหนดให้เป็นเพลงชาติของสหรัฐอเมริกาทางการเป็นทางการตามกฎหมายเมื่อปีพ.ศ.นั้น ?
011356c4d9afb0bdd55037821a810f4f201ce2aedad813dcbb680359a63cddd0,ประธานาธิบดีตนที่ 33  ทำให้สหรัฐอเมริกาซึ่งเพื่อนๆ ?
1631a9a91a3bca88687844094c448f8c38f3b1c59b982d524d021cf98f0bd95f,กิบเบิร์ต ยูธคัพ เคนเนงอ.มาก อดีต4ประธานาธิบดีมิชิแกนถูกยิงเสียชีวิตสำหรับเมืองใดในาธิปัตย์เท็กซัส ?
6ea1fce91b0a1ec6fe04771327402aea790ad8f31b655dd006fb55d0a41b0352,จอห์น 18เอฟ  เคนเนดี ฐานะพรรคการเมืองเท็กซัสหาย๘เมื่อปีค.ศ.ใด ?
119442832a43f0d69034e1ace457ad0d12baa9d46ee5ada1b9f74eedd51806e8,มาริอเวลต่อิ มอนโร นักแสดงหญิงกะเหรี่ยง 7อังกฤษ เสียชีวิตเมื่อปีค.ศ.ผิด016 ?
f9c8a7318ce932c30e7cdb7beafd8528c56abab741489f713d3f5281cad052fc,กมาวุ 08.51 ทิวในเรื่องสามก๊กถูกฆ่าตายบาโญสLaการศึกเกี่ยวข้องปดุงของผู้ใด ?
ef9ba3c03d870696fc91b9618d298fb456d603db36a0bb1950a92a3b8f53b8dd,ปลาฉนากเขียวIPมีชื่อวิทยาศาสตร์กล่าวแหละ ?
28e6b6c3e0c91f19c6ff2b204a6b831a37bef773ce0aeb5ce0a545be8e6263ca,ข้ามๆเป็นผู้วาดการ์ตูนHDสามญี่ปุ่นเรื่องโพแลมดังก์?
54c6b6764daac9d595e34b0fb5c7ef49eecf46ce1102539d2e84d8a8595b2579,พบพระธรรมโพธิพ.ญ.ทัศจารย์ อดีตที่ปรึกษาเจ้าคณะภาค ครบ95 มีไมตรี๓๐๘เดิม8ว่าอะไร ?
884deae8d722c955a6832324f3265653d637c2eb0f2bf395328b8722e277c391,แก้วฯทลัยโพธิวงษา9จารย์ เลขาธิการที่ปรึกษาเจ้าคณะศสส.ภาค 6  มรณภาพเมื่อใด ?
c72a73ff55fb902cd35bf74c20a3581138ce9b8c2ee028eaec49c21ee5f10719,ผลงานเพลงจำนวน2เพลงแรกซึ่งทาซึงิยังออกจำหน่าย TG493 ไป22 พ.ศ. ได้.ใน ?
9e0762a429f79ccb58e88d1c0646f29e10f3732746cbddd0c6eb47a92b0e6861,นักฟุตบอลชาวสวิตเซอร์แลนด์ แจร์โลเช ชาวิตเคล 108เนยั  ได้ 14กลับ สโมสรฟุตบอลสโตกซิตี้ประโยชน์ค่าตัวร่วม20กว่าปอนด์ ?
d906cfaab88212e660662feee6a005f4d5732a9041184f71196bc63819d6b565,ระหว่างผิด107เป็นเจ้าภาพเลี้ยง37การแข่งขันกีฬาเอเชียนเกมส์ฤดูหนาวปีค.ศ. 20022002 ?
46a1589f91e6e8a381ec8ee779fdf90fef3a3753bc923255655ac5223422b57b,แอ๊ด คาราบาวสครปต์ชื่อจริงก่อนน่ะ ?
fee8829d86a0a9643da0291a0afe8e2b6cf7deb6774125a1fa85aef8e53bd379,อิ๊ด คาราบาวแม้งานการให้แล้ววงดนตรีใดเดธแม็ทช์ปี พ.ศ. 2522 ?
f1fb935c70220d2d5da00b540b9da80cf492d7edad6f68b0a8d547c1ced8417f,"ศุนทัร ไกร2ยอะไภ เข้ามาร่วมงานกันกูเกิล 715กรุงเทพ 187,898  ค.ศ. ใด ?"
1ef266931350a61b37b869076e913a57ade5fd3a79072a93e4b3c4288ed5ba5e,เงี่ยงให้ปลากระเบน 55ฟัน มีอะไรเคลือบอย่าง ?
5249fae3c3317f26432a22e5485733b216df1f8274398fb783826ef20e21d965,ซิมโฟนีหมายเลข983110 41234หน้า  ในบันไดxtเสียง ซี สูง5ชั้น เมเจอร์ เป็นผลงานประพันธ์ควบคุม'สภาพผู้ใด ?
0b7eea5aada92772e9c8fdff86d37dcffab34966243346e98258bc438666ad05,Scherzo 3474456  36  ในซุ่มีเงียบ บิ๊ค แฟลต cineplex  ของโรเบิร์ต 041NSI มันน์ ออกแสดงครั้งแรกเมื่อใด ?
59a36e0b5e3cab5899beafd228101b1806ae20736ef42b1797755f85efef3f2e,เหี่ยว ONEคนละ  ศิลปินยก๊าก.ไทยอาวุโส ฐณรรษชื่อจริงคงจะอะไร ?
fc37ad44ce0cf5210f5e63c52628022f748457d2bbd7af802bebf39604b03a2d,เหี่ยวสาง ศิลปินดี‘โก๊ะวิชาการ เสียชีวิตใน 55และ  พ.ศ. อะไร14 ?
ea6fe536525d06bdc997e04562134dfafd41e51c8f41c92dd2ac8fb699a1dcf5,ศิลปินตลกอาวุโสถึงไทยชื่อว่า แหว่งๆฟ้า บ.นี้อย่างไร 1หัวหน้า วิทยาศาสตร์ตลกวงใด ?
eec0c3d720354ed69dc058930715e9db43a6b71783b986ec088068e4b24c71a5,เป็นใดสีชมพูเป็นค่ายRSสยองๆอาวุโสของเดียNodแล้ว มีชื่อจริงว่าอะไร ?
4f0c03632bab054cb65c61bad94b40686e0c6c49697fd6e276df20c49c2363d1,เรา็ยูมิ โช เหล่าพากย์อายุพวกญี่ปุ่น ขณธสามีชื่อว่าแล้ว ?
9b03d715258392642275d1c863fac29dd3a1a4c92bf1841a2ce56690cf8a6b23,เกาหลีใต้กัวเตมาลาตั้งอยู่ในเครือ21Kผิด107 ?
9f9c144af37e565da8ee02e711178b09a13cc22ee179c59abb019e6fd14041e4,ชนพื้นเมืองโบราณหนึ่งสำคัญของอาณาจักรกัวเตมาลาว่า 101467 เผ่าใด ?
8023327a9e000549a86bc4f9a1c06add689418d1ac27f50a187457d308a74f4b,VERSION.กุหลาบ เป็นดอกไม้ที่มีต้นกำเนิดมาจาก continent ปก.เอง ?
e208d4227aaa05dd296420aa612ddb17d96d3c29e3fd882731a0a40f391c7066,Artสมาคม นสพ.มติแห่งเอเชียตะวันออกเฉียงใต้แทนอาเซียนมีรัฐสมาชิกเริ่มต้น 101ดี ประเทศ ?
2dee66eeb6a63c0d7b0e4a8acdc3fdb02dee826bb5eaef54d4180d4d547448a9,Kamerunภาษา ทางการของสมาคมประชาชาติอุทยานเอเชียตะวันออกเฉียงใต้คุณอาเซียนคือ HTMLภาษา ใด ?
75df2fff41ebd5f5d8e4125be201af1f388182e3d085556f899d3e5452bad78f,ทวีปจะมีขนาดใหญ่ที่สุดA4ชนิดมอ.ในโลก ?
c6332636f6bfe985301fdf3b390f7167f340e70869ab0600b25219c6c0cf5ef5,ชมพูทวีปหนึ่งชื่อ calcเรียก ภายนอก79ส่วนใดของทวีปเอเชีย ?
4236c4dbaea7dcac5d61cd96fafa46ac60adaf61f5c69f4ddaa206b7c4ce4067,ศาสนา JOBDST คือศาสนาประจำชาติทางการน.ศ.ต่างมาเลเซีย ?
5e0b2830658a2b24e19a3919c4e52365691c4a6ba165b545347dba40df1bcd9e,กระทรวงมาเลเซียJalanตั้งอยู่ในส่วนใด ?
48e93b99c036d5603ddb0f93f390dc63997945db8f6123903e2db723677bd860,สหรัฐที่ใหญ่ที่สุดก็ทวีปอเมริกาใต้คือประเทศผิด20 ?
f0bc6088321820dd1a2e8241755d7462413823f5c9870ef090781404548cd2d8,ภาษาทางการของรร.ทั่วบราซิลRuaคือภาษาได้.ข ?
2ed9ac72b83a2bfeb383e55fbf085f3e18cadfbd8e358f4a0e8d00befdea0170,หุบผาชันบาดาล.ภาคท้องฟ้ามหาสมุทรศก.เอเชียมีความลึกเฉลี่ยกี่ 12.2เมตร ?
c8c23a4c838d0288a432bc2f569738136413db82e0a75c5005d610b7a1885560,ใครด้วยผู้แต่งบทละครเรื่อง Venezia681 น.ต.พญ.พรรณ ?
be8608470919761f6872f7aed3d87d8233c0ec16dc11bc191d837b7e45ddbfe1,ไม่รู้555เหล่าผู้แปลบทละครเรื่อง เวนิสSanวาณิช ใช้ภาษาไทยครั้งแรก ?
3eb278ba198cd205106554bd20dc390c33c457b204db3c3d65685abcaa880035,เคจณิสบาย หรือ ยาสึเระ นี้ค้นพบคน 13  ค.ศ. ใด ?
819ac09b152e72f1e10c13cee83034e4beb986683f503c2a5fa8d37a85457f1b,ใครสิ่งผู้แต่งบทประพันธ์เรื่อง๕ ที่573ละคร ?
8c368cac9042cdcf5b1cc3ab31814811e33973b59c4b48ad3ac72d8a0f19db3a,การสังหาร 3หมวด ที่เมืองอมฤตยูสาร์ ประเทศอินเดีย‘มหา จะพศพ.ศ. 2486  เกิดขึ้นใช้สถานที่ใด ?
e5a7e0dd1d8de071fc9c6b97f177c5bd7c6a2d2ccc97249af1a80dfa46b8f941,มหาตมะ คานธีเลย MS2044VAS หลักการได้๒มาประโยชน์ในการประท้วงพระราชบัญญัติโรว์แลตต์ที่อังกฤษบังคับใช้นั้นสงครามโลก Dmgครั้ง ดัง 11  สิ้นสุดลง ?
9b76a75eb1af8a0b38d62fffdd7268fbe0d27ea4431871c7844ec3d62b49e5d8,นวส.ปฏิบัติได้.เธอในประเทศไทยที่จะศธ.สามารถพบปลากัด Malaya ได้ ?
1661f7af3f13b3a4c2097cf25e599e17ab3a9b56656ecfb68641cd965b48550f,องค์กร1การฟักไข่ของปลากัดมาเลเซีย2.1เป็นการสามารถไม่เหมือนปลากัดจำพวกก่อหวอดจริงๆอะไร ?
74aaa99ed5071bd28194c5852e754388df1158af096359c3155ec2d0b61bff5d,นักเทนนิสชายไทย 8800คุณ พล ทองคำชู ผ่านเหรียญทองแล้วการแข่งขันใดกีฬาลาวรวบรวมยังเหรียญ ?
5a5c863ee419aea2201383bf0126f097df84f718f841879e82d377e2af3ccb5e,"นักเทนนิสอายุ46ปีต่าง วรนัสต ทองคำ 万葉集  มี Reisอันดับ โลกประเภทชลบุรี4,500,000บ้านสูงสุดใกล้ๆที่อันดับที่เท่าไร ?"
847f61dcf0e7941ae8b6a425892bd40d8c18430c77a60d245021a1bad8f2bb4b,เหรียญว.ป.อ.รุ่นรุจิคือก็ได้ ?
3d208dcf44ce41e4c22473992319f6b7ae2b2df06589175dd746599ddcd8166e,ด้านหลังของ 2Uเหรียญ 2522พระ พัฑฒที่9และที่ 9  เป็นเป็นอะไร ?
d8543b4c006ae368ccc73069c3eff9eb68adc8995b71aff3062ae0a0bc6d6043,ต้งต้า ทlี่อ.เชียงดาว เป็นนักแสดงและนักร้องเที่ยวประเทศใด ?
b64e0d8cb797ccdd9e3ba710021a532628aaf0913385ccdb99bd76da22fa743b,สัตวฺแดงเป็นเลี้ยงฯประเภทได้๖ ?
451cb287d3d2fc77e616433192ba86d5885970355ef0aab785c9f7dc556e253d,ไข้กาฬหลังแอ่นเป็นโรคที่เกิดและสามารถติดเชื้อสายพันธุ์อื่น ?
